Domain File,Init File,Program File,Parse Domain (s),Parse Golog(s),Domain2DFA (s),Golog2TS (s),Game Construction (s),Game Resolution (s),Total (s),Algorithm
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p10.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_2_10.golog,0.098,0.001,0.781,0.521,0,11.174,12.575,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p10.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_10.golog,0.095,0.001,0.726,1.204,0,2.393,4.419,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p10.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_10.golog,0.093,0,0.75,0.117,0,79.087,80.047,LDLf
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p11.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_2_11.golog,0.109,0,1.085,0.688,0,18.543,20.425,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p11.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_11.golog,0.106,0.001,1.321,1.704,0,4.285,7.417,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p12.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_2_12.golog,0.114,0.001,1.88,0.862,0,29.445,32.302,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p12.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_12.golog,0.109,0.011,1.73,2.321,0,5.158,9.329,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p13.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_2_13.golog,0.133,0.001,3.384,1.045,0,73.471,78.034,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p13.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_13.golog,0.119,0.001,3.343,3.22,0,7.065,13.748,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p14.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_2_14.golog,0.177,0.001,4.214,1.484,0,106.889,112.765,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p14.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_14.golog,0.156,0.002,5.079,5.183,0,19.953,30.373,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p15.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_2_15.golog,0.173,0,7.16,1.859,0,119.432,128.624,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p15.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_15.golog,0.153,0,5.184,6.563,0,31.398,43.298,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p16.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_2_16.golog,0.188,0.018,10.28,2.171,0,230.325,242.982,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p16.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_16.golog,0.168,0.022,8.134,8.316,0,79.974,96.614,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p17.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_2_17.golog,0.181,0.003,11.285,2.515,0,511.074,525.058,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p17.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_17.golog,0.163,0,10.792,9.287,0,65.037,85.279,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p18.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_18.golog,0.173,0,16.339,11.587,0,116.576,144.675,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p19.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_19.golog,0.183,0,16.357,14.267,0,200.719,231.526,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p20.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_20.golog,0.184,0.011,22.594,17.79,0,402.526,443.105,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p21.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_21.golog,0.204,0.001,34.689,21.466,0,225.431,281.791,Compositional
/home/matteo/syft4golog/benchmarks/warehouse_repair/domain.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/p22.pddl,/home/matteo/syft4golog/benchmarks/warehouse_repair/prog_3_22.golog,0.226,0,42.472,26.806,0,333.451,402.955,Compositional
