Domain File,Init File,Program File,Parse Domain (s),Parse Golog(s),Domain2DFA (s),Golog2TS (s),Game Construction (s),Game Resolution (s),Total (s),Algorithm
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p3.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_1_3.golog,0.088,0,0.002,0.003,0,0.005,0.098,Compositional
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p3.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_1_3.golog,0.071,0,0.002,0.002,0,0.005,0.08,LDLf
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p3.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_2_3.golog,0.069,0.001,0.002,0.029,0,0.009,0.11,Compositional
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p3.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_2_3.golog,0.068,0,0.002,0.009,0,0.005,0.084,LDLf
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p3.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_3_3.golog,0.068,0,0.002,0.007,0,0.004,0.081,Compositional
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p3.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_3_3.golog,0.068,0,0.002,0.004,0,0.01,0.084,LDLf
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p4.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_1_4.golog,0.08,0,0.003,0.009,0,0.042,0.134,Compositional
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p4.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_1_4.golog,0.067,0,0.003,0.003,0,0.04,0.113,LDLf
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p4.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_2_4.golog,0.066,0.012,0.003,0.105,0,0.04,0.226,Compositional
/home/matteo/syft4golog/benchmarks/blocksworld_drop/domain.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/p4.pddl,/home/matteo/syft4golog/benchmarks/blocksworld_drop/prog_2_4.golog,0.067,0,0.003,0.017,0,0.041,0.128,LDLf
